Community,Location,Frequency,Period
C50,CTA GARAGE / OTHER PROPERTY,1,Night
C51,RESIDENCE,166,Night
C51,STREET,108,Night
C51,SIDEWALK,27,Night
C51,APARTMENT,27,Night
C51,GAS STATION,16,Night
C51,OTHER,16,Night
C51,PARKING LOT/GARAGE(NON.RESID.),14,Night
C51,RESIDENTIAL YARD (FRONT/BACK),14,Night
C51,CHA APARTMENT,13,Night
C51,CHA PARKING LOT/GROUNDS,12,Night
C51,VEHICLE NON-COMMERCIAL,10,Night
C51,ALLEY,9,Night
C51,POLICE FACILITY/VEH PARKING LOT,8,Night
C51,RESIDENCE-GARAGE,5,Night
C51,RESIDENCE PORCH/HALLWAY,4,Night
C51,RESTAURANT,3,Night
C51,GOVERNMENT BUILDING/PROPERTY,3,Night
C51,HIGHWAY/EXPRESSWAY,2,Night
C51,JAIL / LOCK-UP FACILITY,2,Night
C51,BAR OR TAVERN,2,Night
C51,GROCERY FOOD STORE,2,Night
C51,ATM (AUTOMATIC TELLER MACHINE),2,Night
C51,BANK,2,Night
C51,DEPARTMENT STORE,2,Night
C51,DRIVEWAY - RESIDENTIAL,2,Night
C51,TAVERN/LIQUOR STORE,2,Night
C51,CTA BUS,2,Night
C51,TAXICAB,1,Night
C51,VACANT LOT/LAND,1,Night
C51,CTA BUS STOP,1,Night
C51,CTA GARAGE / OTHER PROPERTY,1,Night
C51,"SCHOOL, PUBLIC, GROUNDS",1,Night
C51,WAREHOUSE,1,Night
C51,ABANDONED BUILDING,1,Night
C51,SMALL RETAIL STORE,1,Night
C51,COMMERCIAL / BUSINESS OFFICE,1,Night
C51,YARD,1,Night
C52,RESIDENCE,140,Night
C52,STREET,123,Night
C52,APARTMENT,35,Night
C52,SIDEWALK,26,Night
C52,ALLEY,18,Night
C52,VEHICLE NON-COMMERCIAL,15,Night
C52,RESIDENCE-GARAGE,14,Night
C52,RESIDENTIAL YARD (FRONT/BACK),9,Night
C52,OTHER,7,Night
C52,PARKING LOT/GARAGE(NON.RESID.),6,Night
C52,CONVENIENCE STORE,4,Night
C52,SMALL RETAIL STORE,4,Night
C52,DRIVEWAY - RESIDENTIAL,3,Night
C52,PARK PROPERTY,3,Night
C52,RESTAURANT,3,Night
C52,BAR OR TAVERN,2,Night
C52,AUTO,2,Night
C52,TAVERN/LIQUOR STORE,2,Night
C52,RESIDENCE PORCH/HALLWAY,2,Night
C52,OTHER RAILROAD PROP / TRAIN DEPOT,1,Night
C52,GROCERY FOOD STORE,1,Night
C52,SPORTS ARENA/STADIUM,1,Night
C52,WAREHOUSE,1,Night
C52,VEHICLE-COMMERCIAL,1,Night
C52,COMMERCIAL / BUSINESS OFFICE,1,Night
C52,TAXICAB,1,Night
C52,VACANT LOT/LAND,1,Night
C52,HIGHWAY/EXPRESSWAY,1,Night
C52,"SCHOOL, PRIVATE, BUILDING",1,Night
C53,RESIDENCE,447,Night
C53,STREET,323,Night
C53,APARTMENT,95,Night
C53,SIDEWALK,73,Night
C53,RESIDENCE PORCH/HALLWAY,29,Night
C53,RESIDENCE-GARAGE,26,Night
C53,RESIDENTIAL YARD (FRONT/BACK),25,Night
C53,ALLEY,24,Night
C53,GAS STATION,20,Night
C53,VEHICLE NON-COMMERCIAL,18,Night
C53,OTHER,18,Night
C53,PARKING LOT/GARAGE(NON.RESID.),17,Night
C53,DRIVEWAY - RESIDENTIAL,11,Night
C53,RESTAURANT,7,Night
C53,SMALL RETAIL STORE,4,Night
C53,CONVENIENCE STORE,4,Night
C53,BANK,3,Night
C53,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,3,Night
C53,HOUSE,2,Night
C53,DRUG STORE,2,Night
C53,VEHICLE-COMMERCIAL,2,Night
C53,"SCHOOL, PUBLIC, BUILDING",2,Night
C53,POOL ROOM,2,Night
C53,ABANDONED BUILDING,1,Night
C53,COMMERCIAL / BUSINESS OFFICE,1,Night
C53,CTA BUS,1,Night
C53,VACANT LOT/LAND,1,Night
C53,OTHER COMMERCIAL TRANSPORTATION,1,Night
C53,HIGHWAY/EXPRESSWAY,1,Night
C53,CURRENCY EXCHANGE,1,Night
C53,APPLIANCE STORE,1,Night
C53,BAR OR TAVERN,1,Night
C53,GROCERY FOOD STORE,1,Night
C53,"SCHOOL, PUBLIC, GROUNDS",1,Night
C54,STREET,86,Night
C54,RESIDENCE,79,Night
C54,CHA APARTMENT,56,Night
C54,APARTMENT,53,Night
C54,CHA PARKING LOT/GROUNDS,30,Night
C54,SIDEWALK,15,Night
C54,PARKING LOT/GARAGE(NON.RESID.),12,Night
C54,RESIDENTIAL YARD (FRONT/BACK),11,Night
C54,OTHER,10,Night
C54,RESIDENCE PORCH/HALLWAY,6,Night
C54,VEHICLE NON-COMMERCIAL,4,Night
C54,DRIVEWAY - RESIDENTIAL,2,Night
C54,COMMERCIAL / BUSINESS OFFICE,2,Night
C54,TAXICAB,1,Night
C54,OTHER COMMERCIAL TRANSPORTATION,1,Night
C54,"SCHOOL, PUBLIC, BUILDING",1,Night
C54,CTA BUS STOP,1,Night
C54,"SCHOOL, PUBLIC, GROUNDS",1,Night
C54,WAREHOUSE,1,Night
C54,SMALL RETAIL STORE,1,Night
C55,RESIDENCE,59,Night
C55,STREET,53,Night
C55,PARKING LOT/GARAGE(NON.RESID.),19,Night
C55,APARTMENT,16,Night
C55,SIDEWALK,10,Night
C55,RESIDENCE-GARAGE,10,Night
C55,RESIDENTIAL YARD (FRONT/BACK),9,Night
C55,DRIVEWAY - RESIDENTIAL,8,Night
C55,VEHICLE NON-COMMERCIAL,6,Night
C55,ALLEY,5,Night
C55,OTHER,4,Night
C55,WAREHOUSE,3,Night
C55,FACTORY/MANUFACTURING BUILDING,3,Night
C55,TAVERN/LIQUOR STORE,2,Night
C55,COMMERCIAL / BUSINESS OFFICE,2,Night
C55,CTA STATION,1,Night
C55,DEPARTMENT STORE,1,Night
C55,ATHLETIC CLUB,1,Night
C55,PARK PROPERTY,1,Night
C55,RESTAURANT,1,Night
C56,RESIDENCE,137,Night
C56,STREET,134,Night
C56,RESIDENCE-GARAGE,30,Night
C56,PARKING LOT/GARAGE(NON.RESID.),20,Night
C56,APARTMENT,18,Night
C56,RESIDENTIAL YARD (FRONT/BACK),16,Night
C56,VEHICLE NON-COMMERCIAL,15,Night
C56,SIDEWALK,15,Night
C56,OTHER,14,Night
C56,CTA TRAIN,13,Night
C56,ALLEY,13,Night
C56,GAS STATION,9,Night
C56,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,9,Night
C56,RESTAURANT,7,Night
C56,HOTEL/MOTEL,7,Night
C56,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,6,Night
C56,AIRPORT EXTERIOR - NON-SECURE AREA,6,Night
C56,AIRCRAFT,6,Night
C56,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,5,Night
C56,RESIDENCE PORCH/HALLWAY,5,Night
C56,BAR OR TAVERN,5,Night
C56,AIRPORT PARKING LOT,5,Night
C56,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,5,Night
C56,COMMERCIAL / BUSINESS OFFICE,4,Night
C56,AIRPORT/AIRCRAFT,4,Night
C56,GROCERY FOOD STORE,4,Night
C56,CTA GARAGE / OTHER PROPERTY,3,Night
C56,SMALL RETAIL STORE,2,Night
C56,PARK PROPERTY,2,Night
C56,OTHER COMMERCIAL TRANSPORTATION,2,Night
C56,NURSING HOME/RETIREMENT HOME,2,Night
C56,TAXICAB,2,Night
C56,"SCHOOL, PUBLIC, BUILDING",2,Night
C56,CTA TRACKS - RIGHT OF WAY,2,Night
C56,AIRPORT EXTERIOR - SECURE AREA,2,Night
C56,CONVENIENCE STORE,2,Night
C56,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,2,Night
C56,DRIVEWAY - RESIDENTIAL,2,Night
C56,AUTO,1,Night
C56,HIGHWAY/EXPRESSWAY,1,Night
C56,VACANT LOT/LAND,1,Night
C56,CURRENCY EXCHANGE,1,Night
C56,CTA BUS STOP,1,Night
C56,AIRPORT VENDING ESTABLISHMENT,1,Night
C56,CTA STATION,1,Night
C56,ATM (AUTOMATIC TELLER MACHINE),1,Night
C56,BANK,1,Night
C56,DEPARTMENT STORE,1,Night
C57,STREET,82,Night
C57,RESIDENCE,50,Night
C57,PARKING LOT/GARAGE(NON.RESID.),19,Night
C57,RESIDENCE-GARAGE,12,Night
C57,APARTMENT,11,Night
C57,OTHER,10,Night
C57,SIDEWALK,8,Night
C57,ALLEY,8,Night
C57,VEHICLE NON-COMMERCIAL,8,Night
C57,SMALL RETAIL STORE,5,Night
C57,HOTEL/MOTEL,4,Night
C57,RESIDENTIAL YARD (FRONT/BACK),4,Night
C57,RESTAURANT,3,Night
C57,FACTORY/MANUFACTURING BUILDING,3,Night
C57,BAR OR TAVERN,2,Night
C57,ATM (AUTOMATIC TELLER MACHINE),2,Night
C57,GAS STATION,2,Night
C57,AUTO,2,Night
C57,COMMERCIAL / BUSINESS OFFICE,2,Night
C57,PARK PROPERTY,2,Night
C57,"SCHOOL, PUBLIC, BUILDING",1,Night
C57,GROCERY FOOD STORE,1,Night
C57,OTHER RAILROAD PROP / TRAIN DEPOT,1,Night
C57,CAR WASH,1,Night
C57,DEPARTMENT STORE,1,Night
C57,WAREHOUSE,1,Night
C57,DRUG STORE,1,Night
C57,"SCHOOL, PRIVATE, GROUNDS",1,Night
C58,STREET,246,Night
C58,RESIDENCE,155,Night
C58,APARTMENT,85,Night
C58,SIDEWALK,58,Night
C58,PARKING LOT/GARAGE(NON.RESID.),32,Night
C58,ALLEY,29,Night
C58,OTHER,29,Night
C58,RESIDENCE-GARAGE,29,Night
C58,RESIDENTIAL YARD (FRONT/BACK),17,Night
C58,VEHICLE NON-COMMERCIAL,13,Night
C58,GAS STATION,12,Night
C58,RESTAURANT,9,Night
C58,BAR OR TAVERN,8,Night
C58,DRIVEWAY - RESIDENTIAL,7,Night
C58,RESIDENCE PORCH/HALLWAY,6,Night
C58,SMALL RETAIL STORE,5,Night
C58,WAREHOUSE,4,Night
C58,TAVERN/LIQUOR STORE,4,Night
C58,CTA BUS STOP,3,Night
C58,COMMERCIAL / BUSINESS OFFICE,3,Night
C58,DEPARTMENT STORE,2,Night
C58,BARBERSHOP,2,Night
C58,AUTO,2,Night
C58,SPORTS ARENA/STADIUM,2,Night
C58,YARD,2,Night
C58,CTA BUS,2,Night
C58,CURRENCY EXCHANGE,2,Night
C58,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,Night
C58,GROCERY FOOD STORE,1,Night
C58,CTA STATION,1,Night
C58,HOSPITAL BUILDING/GROUNDS,1,Night
C58,POLICE FACILITY/VEH PARKING LOT,1,Night
C58,ABANDONED BUILDING,1,Night
C58,BANK,1,Night
C58,VEHICLE - OTHER RIDE SERVICE,1,Night
C58,ATHLETIC CLUB,1,Night
C58,DRUG STORE,1,Night
C58,PARK PROPERTY,1,Night
C58,"SCHOOL, PUBLIC, BUILDING",1,Night
C58,JAIL / LOCK-UP FACILITY,1,Night
C58,CONVENIENCE STORE,1,Night
C58,POOL ROOM,1,Night
C59,STREET,157,Night
C59,RESIDENCE,52,Night
C59,APARTMENT,32,Night
C59,SIDEWALK,13,Night
C59,OTHER,10,Night
C59,RESIDENCE-GARAGE,9,Night
C59,VEHICLE NON-COMMERCIAL,8,Night
C59,RESIDENTIAL YARD (FRONT/BACK),8,Night
C59,PARKING LOT/GARAGE(NON.RESID.),7,Night
C59,ALLEY,6,Night
C59,RESTAURANT,5,Night
C59,GAS STATION,4,Night
C59,PARK PROPERTY,3,Night
C59,COMMERCIAL / BUSINESS OFFICE,3,Night
C59,DEPARTMENT STORE,2,Night
C59,TAXICAB,2,Night
C59,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,2,Night
C59,OTHER RAILROAD PROP / TRAIN DEPOT,2,Night
C59,CTA STATION,2,Night
C59,SMALL RETAIL STORE,1,Night
C59,VEHICLE-COMMERCIAL,1,Night
C59,RESIDENCE PORCH/HALLWAY,1,Night
C59,CTA TRAIN,1,Night
C59,GOVERNMENT BUILDING/PROPERTY,1,Night
C59,"SCHOOL, PRIVATE, BUILDING",1,Night
C59,GROCERY FOOD STORE,1,Night
C59,CTA PLATFORM,1,Night
C59,ATM (AUTOMATIC TELLER MACHINE),1,Night
C59,BANK,1,Night
C6,STREET,395,Night
C6,SIDEWALK,260,Night
C6,BAR OR TAVERN,241,Night
C6,APARTMENT,201,Night
C6,RESIDENCE,172,Night
C6,RESTAURANT,68,Night
C6,OTHER,66,Night
C6,ALLEY,55,Night
C6,PARKING LOT/GARAGE(NON.RESID.),42,Night
C6,RESIDENCE-GARAGE,39,Night
C6,SMALL RETAIL STORE,37,Night
C6,RESIDENCE PORCH/HALLWAY,35,Night
C6,CONVENIENCE STORE,33,Night
C6,RESIDENTIAL YARD (FRONT/BACK),32,Night
C6,GROCERY FOOD STORE,32,Night
C6,CTA TRAIN,22,Night
C6,PARK PROPERTY,20,Night
C6,VEHICLE NON-COMMERCIAL,20,Night
C6,ATM (AUTOMATIC TELLER MACHINE),18,Night
C6,TAVERN/LIQUOR STORE,18,Night
C6,TAXICAB,14,Night
C6,CTA PLATFORM,11,Night
C6,SPORTS ARENA/STADIUM,11,Night
C6,GAS STATION,10,Night
C6,DRUG STORE,9,Night
C6,HOSPITAL BUILDING/GROUNDS,8,Night
C6,CTA STATION,8,Night
C6,HOTEL/MOTEL,7,Night
C6,ATHLETIC CLUB,7,Night
C6,COMMERCIAL / BUSINESS OFFICE,7,Night
C6,BANK,6,Night
C6,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,5,Night
C6,VEHICLE - OTHER RIDE SERVICE,5,Night
C6,DEPARTMENT STORE,5,Night
C6,CONSTRUCTION SITE,5,Night
C6,DRIVEWAY - RESIDENTIAL,3,Night
C6,CHA APARTMENT,3,Night
C6,MOVIE HOUSE/THEATER,3,Night
C6,CTA BUS,2,Night
C6,POLICE FACILITY/VEH PARKING LOT,2,Night
C6,NURSING HOME/RETIREMENT HOME,2,Night
C6,CTA BUS STOP,2,Night
C6,BARBERSHOP,1,Night
C6,MEDICAL/DENTAL OFFICE,1,Night
C6,CTA TRACKS - RIGHT OF WAY,1,Night
C6,"SCHOOL, PRIVATE, GROUNDS",1,Night
C6,APPLIANCE STORE,1,Night
C60,STREET,151,Night
C60,RESIDENCE,98,Night
C60,APARTMENT,45,Night
C60,RESIDENCE-GARAGE,25,Night
C60,SIDEWALK,24,Night
C60,OTHER,15,Night
C60,ALLEY,13,Night
C60,RESTAURANT,12,Night
C60,RESIDENTIAL YARD (FRONT/BACK),11,Night
C60,PARKING LOT/GARAGE(NON.RESID.),9,Night
C60,VEHICLE NON-COMMERCIAL,9,Night
C60,RESIDENCE PORCH/HALLWAY,9,Night
C60,BAR OR TAVERN,7,Night
C60,POLICE FACILITY/VEH PARKING LOT,6,Night
C60,COMMERCIAL / BUSINESS OFFICE,5,Night
C60,SMALL RETAIL STORE,3,Night
C60,GAS STATION,3,Night
C60,PARK PROPERTY,3,Night
C60,CONVENIENCE STORE,2,Night
C60,DRIVEWAY - RESIDENTIAL,2,Night
C60,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,Night
C60,ATM (AUTOMATIC TELLER MACHINE),1,Night
C60,MEDICAL/DENTAL OFFICE,1,Night
C60,VEHICLE - OTHER RIDE SERVICE,1,Night
C60,TAVERN/LIQUOR STORE,1,Night
C60,CTA BUS,1,Night
C60,CHA APARTMENT,1,Night
C60,HALLWAY,1,Night
C60,CREDIT UNION,1,Night
C60,BRIDGE,1,Night
C61,STREET,471,Night
C61,APARTMENT,234,Night
C61,RESIDENCE,225,Night
C61,SIDEWALK,116,Night
C61,VEHICLE NON-COMMERCIAL,47,Night
C61,RESIDENTIAL YARD (FRONT/BACK),43,Night
C61,ALLEY,39,Night
C61,OTHER,34,Night
C61,PARKING LOT/GARAGE(NON.RESID.),26,Night
C61,GAS STATION,18,Night
C61,RESIDENCE PORCH/HALLWAY,15,Night
C61,RESIDENCE-GARAGE,15,Night
C61,GROCERY FOOD STORE,9,Night
C61,SMALL RETAIL STORE,9,Night
C61,RESTAURANT,9,Night
C61,DEPARTMENT STORE,7,Night
C61,BAR OR TAVERN,7,Night
C61,VACANT LOT/LAND,6,Night
C61,DRIVEWAY - RESIDENTIAL,5,Night
C61,TAVERN/LIQUOR STORE,5,Night
C61,CONVENIENCE STORE,5,Night
C61,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,5,Night
C61,WAREHOUSE,4,Night
C61,OTHER RAILROAD PROP / TRAIN DEPOT,3,Night
C61,SPORTS ARENA/STADIUM,3,Night
C61,PARK PROPERTY,3,Night
C61,CTA BUS,3,Night
C61,HOTEL/MOTEL,3,Night
C61,HOUSE,2,Night
C61,VEHICLE-COMMERCIAL,2,Night
C61,NURSING HOME/RETIREMENT HOME,2,Night
C61,"SCHOOL, PUBLIC, GROUNDS",2,Night
C61,ATM (AUTOMATIC TELLER MACHINE),1,Night
C61,BARBERSHOP,1,Night
C61,VEHICLE - OTHER RIDE SERVICE,1,Night
C61,CREDIT UNION,1,Night
C61,OTHER COMMERCIAL TRANSPORTATION,1,Night
C61,"SCHOOL, PRIVATE, GROUNDS",1,Night
C61,"SCHOOL, PUBLIC, BUILDING",1,Night
C61,CLUB,1,Night
C61,CLEANING STORE,1,Night
C61,CURRENCY EXCHANGE,1,Night
C61,POOL ROOM,1,Night
C61,GOVERNMENT BUILDING/PROPERTY,1,Night
C61,CTA STATION,1,Night
C62,STREET,101,Night
C62,RESIDENCE,68,Night
C62,APARTMENT,22,Night
C62,RESIDENCE-GARAGE,18,Night
C62,SIDEWALK,10,Night
C62,ALLEY,10,Night
C62,PARKING LOT/GARAGE(NON.RESID.),8,Night
C62,OTHER,8,Night
C62,RESIDENTIAL YARD (FRONT/BACK),7,Night
C62,VEHICLE NON-COMMERCIAL,6,Night
C62,RESTAURANT,5,Night
C62,CTA TRAIN,5,Night
C62,CTA GARAGE / OTHER PROPERTY,3,Night
C62,GROCERY FOOD STORE,3,Night
C62,GAS STATION,3,Night
C62,PARK PROPERTY,2,Night
C62,CONVENIENCE STORE,2,Night
C62,CTA STATION,2,Night
C62,VEHICLE-COMMERCIAL,1,Night
C62,CREDIT UNION,1,Night
C62,TAXICAB,1,Night
C62,"SCHOOL, PUBLIC, BUILDING",1,Night
C62,RESIDENCE PORCH/HALLWAY,1,Night
C62,CURRENCY EXCHANGE,1,Night
C62,"SCHOOL, PRIVATE, BUILDING",1,Night
C62,BAR OR TAVERN,1,Night
C62,DRIVEWAY - RESIDENTIAL,1,Night
C62,SPORTS ARENA/STADIUM,1,Night
C63,STREET,204,Night
C63,RESIDENCE,158,Night
C63,APARTMENT,62,Night
C63,SIDEWALK,48,Night
C63,ALLEY,28,Night
C63,RESIDENCE-GARAGE,23,Night
C63,PARKING LOT/GARAGE(NON.RESID.),20,Night
C63,VEHICLE NON-COMMERCIAL,18,Night
C63,RESIDENTIAL YARD (FRONT/BACK),18,Night
C63,OTHER,15,Night
C63,RESIDENCE PORCH/HALLWAY,12,Night
C63,RESTAURANT,12,Night
C63,BAR OR TAVERN,11,Night
C63,PARK PROPERTY,6,Night
C63,DEPARTMENT STORE,5,Night
C63,GAS STATION,5,Night
C63,DRIVEWAY - RESIDENTIAL,5,Night
C63,DRUG STORE,5,Night
C63,CONVENIENCE STORE,4,Night
C63,CTA BUS STOP,4,Night
C63,GROCERY FOOD STORE,3,Night
C63,SMALL RETAIL STORE,3,Night
C63,CLEANING STORE,3,Night
C63,OTHER RAILROAD PROP / TRAIN DEPOT,2,Night
C63,"SCHOOL, PUBLIC, GROUNDS",2,Night
C63,COMMERCIAL / BUSINESS OFFICE,2,Night
C63,TAVERN/LIQUOR STORE,2,Night
C63,CTA TRAIN,1,Night
C63,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,Night
C63,CTA PLATFORM,1,Night
C63,POLICE FACILITY/VEH PARKING LOT,1,Night
C63,VEHICLE - OTHER RIDE SERVICE,1,Night
C63,ATHLETIC CLUB,1,Night
C63,NURSING HOME/RETIREMENT HOME,1,Night
C63,"SCHOOL, PUBLIC, BUILDING",1,Night
C64,RESIDENCE,80,Night
C64,STREET,75,Night
C64,APARTMENT,26,Night
C64,OTHER,16,Night
C64,RESIDENCE-GARAGE,15,Night
C64,SIDEWALK,14,Night
C64,RESIDENTIAL YARD (FRONT/BACK),12,Night
C64,PARKING LOT/GARAGE(NON.RESID.),12,Night
C64,VEHICLE NON-COMMERCIAL,6,Night
C64,ALLEY,5,Night
C64,DRIVEWAY - RESIDENTIAL,4,Night
C64,GAS STATION,2,Night
C64,TAVERN/LIQUOR STORE,2,Night
C64,RESIDENCE PORCH/HALLWAY,2,Night
C64,RESTAURANT,2,Night
C64,BARBERSHOP,1,Night
C64,HOUSE,1,Night
C64,SMALL RETAIL STORE,1,Night
C64,WAREHOUSE,1,Night
C64,COMMERCIAL / BUSINESS OFFICE,1,Night
C64,DRUG STORE,1,Night
C64,TAXICAB,1,Night
C64,FACTORY/MANUFACTURING BUILDING,1,Night
C64,BAR OR TAVERN,1,Night
C64,CONVENIENCE STORE,1,Night
C64,CAR WASH,1,Night
C65,STREET,159,Night
C65,RESIDENCE,117,Night
C65,RESIDENCE-GARAGE,39,Night
C65,APARTMENT,25,Night
C65,SIDEWALK,24,Night
C65,PARKING LOT/GARAGE(NON.RESID.),16,Night
C65,VEHICLE NON-COMMERCIAL,15,Night
C65,OTHER,12,Night
C65,RESIDENTIAL YARD (FRONT/BACK),12,Night
C65,DEPARTMENT STORE,9,Night
C65,ALLEY,8,Night
C65,GAS STATION,8,Night
C65,RESTAURANT,5,Night
C65,SMALL RETAIL STORE,5,Night
C65,RESIDENCE PORCH/HALLWAY,4,Night
C65,CONVENIENCE STORE,4,Night
C65,"SCHOOL, PUBLIC, BUILDING",3,Night
C65,MOVIE HOUSE/THEATER,3,Night
C65,COMMERCIAL / BUSINESS OFFICE,2,Night
C65,CTA GARAGE / OTHER PROPERTY,2,Night
C65,HOTEL/MOTEL,2,Night
C65,DAY CARE CENTER,1,Night
C65,VEHICLE-COMMERCIAL,1,Night
C65,DRUG STORE,1,Night
C65,FACTORY/MANUFACTURING BUILDING,1,Night
C65,GROCERY FOOD STORE,1,Night
C65,AIRPORT PARKING LOT,1,Night
C65,BANK,1,Night
C65,MEDICAL/DENTAL OFFICE,1,Night
C65,DRIVEWAY - RESIDENTIAL,1,Night
C65,CTA BUS,1,Night
C65,AUTO,1,Night
C66,STREET,476,Night
C66,RESIDENCE,346,Night
C66,APARTMENT,272,Night
C66,SIDEWALK,150,Night
C66,RESIDENCE-GARAGE,63,Night
C66,VEHICLE NON-COMMERCIAL,48,Night
C66,RESIDENTIAL YARD (FRONT/BACK),47,Night
C66,ALLEY,35,Night
C66,OTHER,32,Night
C66,GAS STATION,25,Night
C66,PARKING LOT/GARAGE(NON.RESID.),25,Night
C66,RESIDENCE PORCH/HALLWAY,22,Night
C66,SMALL RETAIL STORE,19,Night
C66,HOSPITAL BUILDING/GROUNDS,17,Night
C66,RESTAURANT,15,Night
C66,CONVENIENCE STORE,12,Night
C66,BAR OR TAVERN,7,Night
C66,DRIVEWAY - RESIDENTIAL,7,Night
C66,VACANT LOT/LAND,7,Night
C66,COMMERCIAL / BUSINESS OFFICE,6,Night
C66,CTA BUS STOP,5,Night
C66,POLICE FACILITY/VEH PARKING LOT,4,Night
C66,CURRENCY EXCHANGE,3,Night
C66,BANK,3,Night
C66,ABANDONED BUILDING,3,Night
C66,CTA BUS,3,Night
C66,VEHICLE-COMMERCIAL,3,Night
C66,ANIMAL HOSPITAL,2,Night
C66,CAR WASH,2,Night
C66,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,2,Night
C66,OTHER RAILROAD PROP / TRAIN DEPOT,2,Night
C66,BARBERSHOP,2,Night
C66,TAVERN/LIQUOR STORE,2,Night
C66,AUTO,2,Night
C66,PARK PROPERTY,2,Night
C66,TAXICAB,2,Night
C66,"SCHOOL, PUBLIC, BUILDING",2,Night
C66,FACTORY/MANUFACTURING BUILDING,1,Night
C66,APPLIANCE STORE,1,Night
C66,HOTEL/MOTEL,1,Night
C66,GROCERY FOOD STORE,1,Night
C66,DRUG STORE,1,Night
C66,JAIL / LOCK-UP FACILITY,1,Night
C66,CLEANING STORE,1,Night
C67,RESIDENCE,608,Night
C67,STREET,559,Night
C67,SIDEWALK,206,Night
C67,APARTMENT,200,Night
C67,GAS STATION,56,Night
C67,RESIDENTIAL YARD (FRONT/BACK),46,Night
C67,RESIDENCE PORCH/HALLWAY,44,Night
C67,VEHICLE NON-COMMERCIAL,42,Night
C67,ALLEY,35,Night
C67,PARKING LOT/GARAGE(NON.RESID.),26,Night
C67,OTHER,23,Night
C67,RESTAURANT,21,Night
C67,RESIDENCE-GARAGE,20,Night
C67,CTA TRAIN,14,Night
C67,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,13,Night
C67,VACANT LOT/LAND,11,Night
C67,CTA GARAGE / OTHER PROPERTY,11,Night
C67,GROCERY FOOD STORE,10,Night
C67,POLICE FACILITY/VEH PARKING LOT,9,Night
C67,PARK PROPERTY,9,Night
C67,ABANDONED BUILDING,6,Night
C67,CONVENIENCE STORE,6,Night
C67,CTA BUS,5,Night
C67,HOTEL/MOTEL,5,Night
C67,DRIVEWAY - RESIDENTIAL,4,Night
C67,VEHICLE-COMMERCIAL,4,Night
C67,CTA BUS STOP,4,Night
C67,BANK,3,Night
C67,SMALL RETAIL STORE,3,Night
C67,TAVERN/LIQUOR STORE,3,Night
C67,"SCHOOL, PUBLIC, BUILDING",3,Night
C67,GOVERNMENT BUILDING/PROPERTY,3,Night
C67,BAR OR TAVERN,3,Night
C67,VEHICLE - OTHER RIDE SERVICE,2,Night
C67,TAXICAB,2,Night
C67,JAIL / LOCK-UP FACILITY,2,Night
C67,CTA STATION,2,Night
C67,CTA PLATFORM,1,Night
C67,CAR WASH,1,Night
C67,BARBERSHOP,1,Night
C67,DEPARTMENT STORE,1,Night
C67,AUTO,1,Night
C67,WAREHOUSE,1,Night
C67,CHA APARTMENT,1,Night
C67,YARD,1,Night
C67,COMMERCIAL / BUSINESS OFFICE,1,Night
C67,NURSING HOME/RETIREMENT HOME,1,Night
C67,"SCHOOL, PRIVATE, BUILDING",1,Night
C67,CONSTRUCTION SITE,1,Night
C67,COIN OPERATED MACHINE,1,Night
C67,OTHER RAILROAD PROP / TRAIN DEPOT,1,Night
C68,STREET,543,Night
C68,RESIDENCE,411,Night
C68,APARTMENT,273,Night
C68,SIDEWALK,168,Night
C68,GAS STATION,69,Night
C68,RESIDENTIAL YARD (FRONT/BACK),57,Night
C68,VEHICLE NON-COMMERCIAL,48,Night
C68,RESIDENCE PORCH/HALLWAY,40,Night
C68,OTHER,36,Night
C68,ALLEY,33,Night
C68,PARKING LOT/GARAGE(NON.RESID.),20,Night
C68,HOSPITAL BUILDING/GROUNDS,19,Night
C68,CTA TRAIN,11,Night
C68,CTA BUS STOP,10,Night
C68,VACANT LOT/LAND,6,Night
C68,RESTAURANT,6,Night
C68,COMMERCIAL / BUSINESS OFFICE,6,Night
C68,CTA BUS,5,Night
C68,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,5,Night
C68,GROCERY FOOD STORE,5,Night
C68,CTA PLATFORM,4,Night
C68,CTA STATION,4,Night
C68,DRIVEWAY - RESIDENTIAL,4,Night
C68,SMALL RETAIL STORE,4,Night
C68,PARK PROPERTY,3,Night
C68,PORCH,3,Night
C68,BAR OR TAVERN,3,Night
C68,CONVENIENCE STORE,3,Night
C68,ABANDONED BUILDING,3,Night
C68,CHA APARTMENT,3,Night
C68,DRUG STORE,2,Night
C68,TAXICAB,2,Night
